year,month,HHI_Total_assoc,HHI_Total_units,num_associations_Total,total_units_Total,HHI_LV_assoc,HHI_LV_units,num_associations_LV,total_units_LV,HHI_Reno_assoc,HHI_Reno_units,num_associations_Reno,total_units_Reno,HHI_Other_assoc,HHI_Other_units,num_associations_Other,total_units_Other
2021,10,376.2187824403003,696.8628737690466,3238,969121,461.3633629469225,640.4211317713491,2598,659623,940.7715337236132,1048.245846293978,458,95942,3579.8816568047337,7241.830005551029,182,213556
2021,11,379.6126023455291,711.0797404329162,3122,950647,468.6042030102641,649.206018385359,2512,644810,931.6810310022016,1038.1256864851678,431,92318,3701.819543709622,7246.491797707696,179,213519
2021,12,377.8479413892635,705.4476244794444,3166,941490,463.283912768102,625.1270733119276,2548,635099,939.8560613529404,1050.0476971964226,439,93819,3470.2412533940887,7299.149163998172,179,212572
2022,1,375.5124980948026,692.9163345337528,3240,972791,462.18343195266266,636.684868713608,2600,663368,947.3735056152638,1045.7469766118595,455,95684,3605.843681519356,7233.234124649634,185,213739
2022,2,382.0209202135745,695.0835460193058,3247,973362,470.45075400954687,645.9504380918851,2604,659658,948.5800745993516,1042.5263338783486,457,95946,3547.8089952595665,6972.100544536631,186,217758
2022,3,380.28263074331886,700.0456132232434,3256,979492,468.3389259361293,662.929638465161,2613,665543,952.6896893651916,1054.695869801876,458,96296,3564.937910883856,6978.568972402603,185,217653
2022,4,376.8877559320607,691.9355046779862,3261,977984,463.43671158302897,643.015194384968,2618,664050,947.1183441058788,1063.6652701698945,456,95882,3490.2342074408757,6957.132391262083,187,218052
2022,5,374.03184716538647,690.3415236053153,3267,978744,460.3403065089446,641.267317122734,2620,664154,934.47874754486,1057.695501986242,458,96038,3319.335964838609,6928.646666591702,189,218552
2022,6,374.8093001003269,692.9239386988254,3279,982285,458.6004841049141,638.584714966256,2632,667230,934.981733213949,1064.774453876693,457,96493,3284.764542936288,6928.012680867447,190,218562
2022,7,370.1217307808031,694.1845841441909,3279,978321,454.7908138325352,644.8396524711477,2628,662171,921.2876288610432,1022.5890104419886,457,96787,3151.769582314804,6881.100271839151,194,219363
2022,8,369.3460496672152,693.785775917386,3279,978616,455.0916345336802,645.4559193893963,2629,662415,921.1488150200064,1016.7285016659156,456,96923,3099.160378361142,6884.514104414045,194,219278
2022,9,366.2203239138791,694.8180574573213,3264,975294,453.0468778622485,642.332750371458,2607,657047,902.6255130151231,986.6150041187676,462,98019,3068.2445759368834,6825.470289366184,195,220228
2022,10,368.0378557904745,707.4417159673385,3202,960724,457.1275408653431,651.7653329241585,2553,644854,917.0390049510926,1022.7767117112942,455,96221,2987.5650972473163,6855.623059000321,194,219649
2022,11,359.1264047677873,708.6872548551135,3165,956323,444.0964550668157,648.7249865128636,2515,640804,903.3548784241306,1023.8221266346104,456,95942,2968.965883728345,6859.913850793062,194,219577
2022,12,353.3089906416499,684.7892991689076,3302,977240,439.48300539258906,621.1193507827205,2630,660949,874.7486354495834,1016.2455373349368,472,96966,2717.5,6868.848377252108,200,219325
2023,1,348.3626982693679,691.992751829049,3241,963691,429.1934814687508,613.5736497503714,2589,652350,846.9991546914622,1041.7794879789608,455,96221,2797.5469607565256,7136.031667865484,197,215120
2023,2,350.4465263374197,704.9909941996181,3126,946354,433.2317220689988,621.6356208275897,2490,641026,841.8132306873323,1060.1391893925993,442,90348,2802.635774258689,7144.047141326047,194,214980
2023,3,351.5291429262031,691.5219582144406,3172,964783,434.5943559211632,621.6365242219312,2511,644365,855.8685182061803,984.2265117075476,462,100871,2692.1037347541724,6854.031131119429,199,219547
2023,4,358.2101765522714,748.2728878209008,2840,892601,444.4866464889793,648.1084803706456,2246,580261,915.8719164579892,1033.2704957053904,411,93668,2996.506315506584,6907.121728910532,183,218672
2023,5,355.1720101802963,677.3635816180234,3348,999059,432.5825297906685,634.1684189122109,2658,673786,858.1573308846037,944.6060279948804,495,105982,2817.3570019723866,6866.095561270893,195,219291
2023,6,355.07867473594365,681.7175422377139,3346,998097,432.5188772553735,637.4441197342993,2659,673077,865.3810548490223,945.8108291458868,493,105760,2894.5690296524604,6868.50695350524,194,219260
2023,7,353.73042124724645,681.2465340999503,3351,998541,430.1545360278309,635.4129810032116,2662,674082,874.8709206838334,957.1176854977576,494,105796,2865.7462195923736,6905.840707743456,195,218663
2023,8,353.0118314413836,680.5032585710825,3355,998889,430.3518727660973,634.7395734600128,2663,674697,864.8218002081167,950.258252216204,496,105967,2751.4577259475222,6926.213107999468,196,218225
2023,9,353.27281750864654,680.1775531363049,3357,999256,429.1322836991219,633.5064056681454,2669,675469,864.7405046826225,940.9435269007088,496,106069,2849.934895833334,6958.276745062685,192,217718
2023,10,353.9991647023012,685.6780325060794,3255,980139,426.7436444266224,628.1428648754878,2591,661161,859.3163035311795,962.184868955126,484,102633,2943.2098765432097,7040.537865366221,180,216345
2023,11,354.1214878720249,677.6253180801243,3361,1000136,424.6558550320046,629.1111801220268,2693,681546,869.8246802470927,952.8701372269062,498,103925,2960.5536332179927,7141.341956120676,170,214665
2023,12,357.4982991990437,680.8396890327996,3366,998835,424.1521919843607,630.8551450912695,2708,683169,859.485934588347,958.3312163441168,507,104269,2958.203587561951,7340.550923713664,151,211397
2024,1,355.152196554038,683.1158113593032,3367,995167,419.8224911524077,625.5229053991827,2723,687133,853.8044847568656,1031.9553678661898,504,98683,2707.1428571428582,7468.213186428444,140,209351
2024,2,354.51386725069216,685.2123860214597,3373,996155,413.091511348278,620.7132560587569,2738,690217,867.9738562091502,1085.7945292520478,510,100122,2412.16,7703.810005389221,125,205816
2024,3,356.674235722295,692.9333418739936,3369,996178,413.1573339016464,623.2950651153024,2740,690587,871.8109130859375,1366.2792249259612,512,100748,2503.4699393673754,7774.36861409345,117,204843
2024,4,356.6096468373338,696.5654597891772,3374,995917,411.0185927422032,627.1205965185303,2747,692233,902.7099609375,1401.1723766389573,512,100166,2511.1531190926275,7867.689716352204,115,203518
2024,5,356.40308786864625,696.9454264202739,3376,996541,412.0991735537189,629.40919354465,2750,693450,911.6453927536176,1439.4183907737129,509,99404,2499.0868580612173,7855.1720862829825,117,203687
2024,6,354.4093202781415,673.7398571254672,3381,997662,410.7753401533101,590.508891890937,2753,694578,920.2247234040924,1477.9291849326091,511,99510,2496.164803857112,7863.889571110914,117,203574
2024,7,350.9144927865963,669.957541601439,3387,999008,407.13257654836,587.5003615062595,2758,695672,918.8079833984376,1514.3122981551764,512,99535,2534.1515085104834,7848.317394624356,117,203801
